TIME,LATITUDE,LONGITUDE
09:00:52,50.775836,6.082328
09:00:57,50.775838,6.082349
09:01:03,50.775869,6.082442
09:01:08,50.775874,6.082564
09:01:13,50.775925,6.082657
09:01:18,50.775973,6.082714
09:01:23,50.776002,6.082792
09:01:28,50.776054,6.082892
09:01:33,50.776096,6.082950
09:01:38,50.776096,6.083076
09:01:43,50.776127,6.083153
09:01:48,50.776133,6.083264
09:01:53,50.776162,6.083359
09:01:58,50.776149,6.083487
09:02:03,50.776104,6.083631
09:02:08,50.776070,6.083763
09:02:13,50.776083,6.083851
09:02:18,50.776104,6.083914
09:02:23,50.776109,6.084004
09:02:28,50.776175,6.084013
09:02:33,50.776256,6.084070
09:02:38,50.776340,6.084109
09:02:43,50.776420,6.084139
09:02:48,50.776535,6.084202
09:02:53,50.776585,6.084228
09:02:58,50.776680,6.084247
09:03:03,50.776748,6.084324
09:03:08,50.776786,6.084378
09:03:13,50.776799,6.084451
09:03:18,50.776794,6.084530
09:03:23,50.776821,6.084581
09:03:28,50.776844,6.084642
09:03:33,50.776897,6.084742
09:03:38,50.776968,6.084847
09:03:43,50.777006,6.084959
09:03:48,50.777046,6.085046
09:03:53,50.777070,6.085131
09:03:58,50.777109,6.085207
09:04:03,50.777126,6.085307
09:04:08,50.777155,6.085386
09:04:13,50.777160,6.085471
09:04:18,50.777170,6.085510
09:04:23,50.777168,6.085532
09:04:28,50.777171,6.085546
09:04:33,50.777173,6.085550
09:04:38,50.777155,6.085519
09:04:43,50.777103,6.085422
09:04:48,50.777044,6.085329
09:04:53,50.776970,6.085253
09:04:58,50.776892,6.085173
09:05:03,50.776802,6.085098
09:07:03,50.777268,6.085399
09:07:08,50.777262,6.085467
09:07:13,50.777231,6.085553
09:07:18,50.777234,6.085611
09:07:23,50.777217,6.085690
09:07:28,50.777235,6.085752
09:07:33,50.777250,6.085805
09:07:38,50.777274,6.085850
09:07:43,50.777261,6.085856
09:07:48,50.777245,6.085838
09:07:53,50.777267,6.085803
09:07:58,50.777291,6.085757
09:08:03,50.777296,6.085735
09:08:08,50.777284,6.085683
09:08:13,50.777265,6.085595
09:08:18,50.777263,6.085516
09:08:23,50.777235,6.085482
09:08:28,50.777239,6.085513
09:08:33,50.777278,6.085556
09:08:38,50.777294,6.085602
09:08:43,50.777303,6.085665
09:08:48,50.777298,6.085723
09:08:53,50.777303,6.085799
09:08:58,50.777316,6.085869
09:09:03,50.777316,6.085915
09:09:08,50.777319,6.085990
09:09:13,50.777327,6.086056
09:09:18,50.777327,6.086106
09:09:23,50.777298,6.086198
09:09:28,50.777287,6.086269
09:09:33,50.777295,6.086318
09:09:38,50.777307,6.086374
09:09:43,50.777302,6.086437
09:09:48,50.777293,6.086520
09:09:53,50.777298,6.086542
09:09:58,50.777296,6.086582
09:10:03,50.777311,6.086632
09:10:08,50.777327,6.086658
09:10:13,50.777328,6.086712
09:10:18,50.777379,6.086749
09:10:23,50.777376,6.086751
09:10:28,50.777386,6.086745
09:10:33,50.777431,6.086712
09:10:38,50.777503,6.086705
09:10:43,50.777549,6.086666
09:10:48,50.777559,6.086642
09:10:53,50.777569,6.086586
09:10:58,50.777565,6.086524
09:11:03,50.777543,6.086520
09:11:08,50.777523,6.086480
09:11:13,50.777521,6.086496
09:11:18,50.777511,6.086492
09:11:23,50.777490,6.086455
09:11:28,50.777455,6.086442
09:11:33,50.777430,6.086468
09:11:38,50.777411,6.086466
09:11:43,50.777408,6.086494
09:11:48,50.777414,6.086513
09:11:53,50.777380,6.086608
09:11:58,50.777387,6.086670
09:12:03,50.777389,6.086747
09:12:08,50.777405,6.086767
09:12:13,50.777423,6.086894
09:12:18,50.777404,6.086970
09:12:23,50.777394,6.087062
09:12:28,50.777406,6.087107
09:12:33,50.777422,6.087169
09:12:38,50.777475,6.087203
09:12:43,50.777511,6.087203
09:12:48,50.777514,6.087259
09:12:53,50.777528,6.087296
09:12:58,50.777497,6.087265
09:13:03,50.777495,6.087246
09:13:08,50.777500,6.087235
09:13:13,50.777525,6.087241
09:13:18,50.777513,6.087219
09:13:23,50.777548,6.087178
09:13:28,50.777551,6.087175
09:13:33,50.777560,6.087174
09:13:38,50.777555,6.087178
09:13:43,50.777510,6.087164
09:13:48,50.777483,6.087168
09:13:53,50.777480,6.087166
09:13:58,50.777479,6.087164
09:14:03,50.777478,6.087146
09:14:08,50.777505,6.087138
09:14:13,50.777498,6.087139
09:14:18,50.777495,6.087141
09:14:23,50.777492,6.087148
09:14:28,50.777496,6.087177
09:14:33,50.777512,6.087186
09:14:38,50.777518,6.087168
09:14:43,50.777527,6.087154
09:18:48,50.777473,6.087604
09:18:53,50.777608,6.087373
09:18:58,50.777596,6.087377
09:19:03,50.777593,6.087366
09:19:08,50.777518,6.087370
09:19:13,50.777448,6.087386
09:19:18,50.777385,6.087426
09:19:23,50.777312,6.087462
09:19:28,50.777251,6.087422
09:19:33,50.777202,6.087467
09:19:38,50.777142,6.087525
09:19:43,50.777108,6.087539
09:19:48,50.777068,6.087554
09:19:53,50.777022,6.087561
09:19:58,50.776984,6.087578
09:20:03,50.776931,6.087626
09:20:08,50.776864,6.087654
09:20:13,50.776826,6.087673
09:20:18,50.776736,6.087717
09:20:23,50.776675,6.087765
09:20:28,50.776662,6.087808
09:20:33,50.776658,6.087880
09:20:38,50.776671,6.087937
09:20:43,50.776737,6.088037
09:20:48,50.776615,6.088125
09:20:53,50.776552,6.088157
09:20:58,50.776511,6.088160
09:21:03,50.776484,6.088120
09:21:08,50.776424,6.088112
09:21:13,50.776359,6.088080
09:21:18,50.776300,6.088051
09:21:23,50.776226,6.088017
09:21:28,50.776186,6.087983
09:21:33,50.776137,6.087937
09:21:38,50.776071,6.087927
09:21:43,50.776025,6.087909
09:21:48,50.775948,6.087932
09:21:53,50.775791,6.088061
09:21:58,50.775729,6.088142
09:22:03,50.775648,6.088195
09:22:08,50.775595,6.088187
09:22:13,50.775568,6.088058
09:22:18,50.775501,6.088025
09:22:23,50.775427,6.087982
09:22:28,50.775386,6.087941
09:22:33,50.775351,6.087923
09:22:38,50.775312,6.087912
09:22:43,50.775273,6.087823
09:22:48,50.775222,6.087725
09:22:53,50.775135,6.087625
09:22:58,50.775084,6.087526
09:23:03,50.774987,6.087377
09:23:08,50.774983,6.087347
09:23:13,50.774945,6.087312
09:23:18,50.774927,6.087275
09:23:23,50.774911,6.087203
09:23:28,50.774885,6.087160
09:23:33,50.774864,6.087114
09:23:38,50.774847,6.087063
09:23:43,50.774857,6.086988
09:23:48,50.774912,6.086933
09:23:53,50.775061,6.086820
09:23:58,50.775113,6.086739
09:24:03,50.775108,6.086681
09:24:08,50.775028,6.086622
09:24:13,50.775041,6.086603
09:24:18,50.775082,6.086567
09:24:23,50.775118,6.086525
09:24:28,50.775156,6.086524
09:24:33,50.775176,6.086526
09:24:38,50.775196,6.086519
09:24:43,50.775149,6.086562
09:24:48,50.775217,6.086499
09:24:53,50.775202,6.086449
09:24:58,50.775109,6.086228
09:25:03,50.775038,6.086113
09:25:08,50.775022,6.086043
09:25:13,50.775021,6.086003
09:25:18,50.775027,6.085987
09:25:23,50.775026,6.085973
09:25:28,50.775022,6.085965
09:25:33,50.775020,6.085961
09:25:38,50.775029,6.085998
09:25:43,50.775034,6.086062
09:25:48,50.775013,6.086070
09:25:53,50.774990,6.086047
09:25:58,50.774967,6.086013
09:26:03,50.774936,6.086004
09:26:08,50.774898,6.086015
09:26:13,50.774882,6.086025
09:26:18,50.774894,6.086015
09:26:23,50.774890,6.085958
09:30:23,50.782206,6.100977
09:30:28,50.775630,6.089556
09:30:33,50.775184,6.086700
09:30:38,50.775144,6.086647
09:30:43,50.775130,6.086619
09:30:48,50.775135,6.086589
09:30:53,50.775161,6.086600
09:30:58,50.775167,6.086603
09:31:03,50.775211,6.086621
09:31:08,50.775262,6.086581
09:31:13,50.775304,6.086561
09:31:18,50.775362,6.086562
09:31:23,50.775378,6.086567
09:31:28,50.775399,6.086545
09:31:33,50.775406,6.086563
09:31:38,50.775407,6.086571
09:31:43,50.775402,6.086586
09:31:48,50.775389,6.086685
09:31:53,50.775362,6.086735
09:31:58,50.775321,6.086806
09:32:03,50.775290,6.086822
09:32:08,50.775259,6.086833
09:32:13,50.775225,6.086845
09:32:18,50.775229,6.086845
09:32:23,50.775274,6.086841
09:32:28,50.775348,6.086734
09:32:33,50.775429,6.086701
09:32:38,50.775477,6.086715
09:32:43,50.775495,6.086646
09:32:48,50.775533,6.086510
09:32:53,50.775555,6.086483
09:32:58,50.775581,6.086519
09:33:03,50.775585,6.086549
09:33:08,50.775592,6.086550
09:33:13,50.775590,6.086548
09:33:18,50.775570,6.086528
09:33:23,50.775498,6.086508
09:33:28,50.775444,6.086518
09:33:33,50.775441,6.086528
09:33:38,50.775438,6.086534
09:33:43,50.775442,6.086527
09:33:48,50.775424,6.086509
09:33:53,50.775351,6.086426
09:33:58,50.775286,6.086346
09:34:03,50.775225,6.086286
09:34:08,50.775169,6.086251
09:41:23,50.777789,6.083552
09:41:28,50.777403,6.083312
09:41:33,50.777281,6.084574
09:41:38,50.777558,6.084628
09:41:43,50.778252,6.084727
09:41:48,50.777363,6.085476
09:41:53,50.775806,6.087646
09:41:58,50.775834,6.087823
09:43:23,50.774923,6.085718
09:43:28,50.774910,6.085731
09:43:33,50.774836,6.085831
09:43:38,50.774843,6.085924
09:43:43,50.774887,6.085909
09:43:48,50.774959,6.085976
09:43:53,50.774928,6.085957
09:43:58,50.774883,6.085936
09:44:03,50.774825,6.085860
09:44:08,50.774838,6.085791
09:44:13,50.774837,6.085711
09:44:18,50.774770,6.085634
09:44:23,50.774723,6.085625
09:44:28,50.774675,6.085611
09:44:33,50.774623,6.085567
09:44:38,50.774611,6.085452
09:44:43,50.774592,6.085347
09:44:48,50.774574,6.085249
09:44:53,50.774570,6.085203
09:44:58,50.774551,6.085136
09:45:03,50.774529,6.085054
09:45:08,50.774493,6.084980
09:45:13,50.774454,6.084893
09:45:18,50.774411,6.084817
09:45:23,50.774390,6.084711
09:45:28,50.774361,6.084602
09:45:33,50.774350,6.084549
09:45:38,50.774357,6.084453
09:45:43,50.774360,6.084389
09:45:48,50.774383,6.084281
09:45:53,50.774333,6.084233
09:45:58,50.774311,6.084161
09:46:03,50.774300,6.084105
09:46:08,50.774305,6.084041
09:46:13,50.774308,6.083964
09:46:18,50.774326,6.083882
09:46:23,50.774340,6.083841
09:46:28,50.774364,6.083848
09:46:33,50.774382,6.083866
09:46:38,50.774388,6.083862
09:46:43,50.774393,6.083849
09:46:48,50.774464,6.083834
09:46:53,50.774566,6.083851
09:46:58,50.774597,6.083832
09:47:03,50.774609,6.083831
09:47:08,50.774617,6.083856
09:47:13,50.774662,6.083800
09:47:18,50.774706,6.083782
09:47:23,50.774698,6.083735
09:47:28,50.774690,6.083690
09:47:33,50.774642,6.083643
09:47:38,50.774569,6.083566
09:47:43,50.774528,6.083498
09:47:48,50.774525,6.083485
09:47:53,50.774531,6.083495
09:47:58,50.774553,6.083464
09:48:03,50.774571,6.083406
09:48:08,50.774588,6.083345
09:48:13,50.774583,6.083289
09:48:18,50.774589,6.083170
09:48:23,50.774633,6.083104
09:48:28,50.774643,6.083040
09:48:33,50.774659,6.083003
09:48:38,50.774676,6.083004
09:48:43,50.774698,6.083019
09:49:03,50.774574,6.083700
09:49:08,50.774820,6.083711
09:49:13,50.775167,6.083711
09:49:18,50.775291,6.083655
09:49:23,50.775340,6.083663
09:49:28,50.775338,6.083670
09:49:33,50.775345,6.083690
09:49:38,50.775378,6.083725
09:49:43,50.775383,6.083738
09:49:48,50.775388,6.083743
09:49:53,50.775393,6.083738
09:49:58,50.775399,6.083732
09:50:03,50.775424,6.083734
09:50:08,50.775468,6.083741
09:50:13,50.775512,6.083713
09:50:18,50.775515,6.083649
09:50:23,50.775504,6.083596
09:50:28,50.775493,6.083597
09:50:33,50.775496,6.083590
09:50:38,50.775504,6.083585
09:50:43,50.775497,6.083556
09:50:48,50.775478,6.083543
09:50:53,50.775494,6.083512
09:50:58,50.775517,6.083516
09:51:03,50.775562,6.083552
09:51:08,50.775631,6.083563
09:51:13,50.775716,6.083561
09:51:18,50.775793,6.083523
09:51:23,50.775886,6.083478
09:51:28,50.775876,6.083529
09:51:33,50.775849,6.083570
09:51:38,50.775763,6.083698
09:51:43,50.775642,6.083738
09:51:48,50.775578,6.083916
09:51:53,50.775564,6.083971
09:51:58,50.775077,6.083218
09:52:03,50.774912,6.083390
09:52:08,50.774897,6.083372
09:52:13,50.774809,6.083402
09:52:18,50.774788,6.083411
09:52:23,50.774727,6.083401
09:52:28,50.774669,6.083410
09:52:33,50.774604,6.083438
09:52:38,50.774588,6.083448
09:52:43,50.774588,6.083471
09:52:48,50.774586,6.083472
09:52:53,50.774587,6.083471
09:52:58,50.774588,6.083472
09:53:03,50.774589,6.083478
09:53:08,50.774591,6.083480
09:53:13,50.774520,6.083353
09:53:18,50.774528,6.083327
09:53:23,50.774578,6.083259
09:53:28,50.774599,6.083194
09:53:33,50.774623,6.083134
09:53:38,50.774683,6.083074
09:53:43,50.774732,6.083044
09:53:48,50.774710,6.082996
09:53:53,50.774703,6.082944
09:53:58,50.774724,6.082906
09:54:03,50.774728,6.082879
09:54:08,50.774704,6.082810
09:54:13,50.774707,6.082738
09:54:18,50.774742,6.082673
09:54:23,50.774769,6.082632
09:54:28,50.774820,6.082713
09:54:33,50.774868,6.082714
09:54:38,50.774904,6.082700
09:54:43,50.774939,6.082669
09:54:48,50.774982,6.082686
09:54:53,50.775013,6.082680
09:54:58,50.775124,6.082643
09:55:03,50.775158,6.082613
09:55:08,50.775208,6.082579
09:55:13,50.775261,6.082568
09:55:18,50.775290,6.082540
09:55:23,50.775332,6.082504
09:55:28,50.775391,6.082458
09:55:33,50.775470,6.082425
09:55:38,50.775532,6.082362
09:55:43,50.775583,6.082315
09:55:48,50.775650,6.082275
09:55:53,50.775694,6.082245
